address,total_fills,close_fill_count,open_fill_count,nonzero_closedPnl_count,nonzero_closedPnl_ratio,close_like_cluster_score,large_close_ratio,dir_distribution
0xfb8cffce52cd694ee1ae8749f174b9840bb80cbd,1970,922,1042,928,0.47106598984771575,0.46954314720812185,0.3629441624365482,"{'Open Long': 388, 'Long > Short': 4, 'Open Short': 654, 'Close Short': 651, 'Close Long': 271, 'Short > Long': 2}"
0x399965e15d4e61ec3529cc98b7f7ebb93b733336,15301,0,0,8835,0.5774132409646429,0.28870662048232143,0.0,"{'Sell': 8835, 'Buy': 6466}"
0x1873202043c99bba71e6157008a551cb79c3b1b9,4378,2305,1987,2391,0.5461397898583829,0.5363179534033806,0.46162631338510735,"{'Open Long': 1273, 'Close Long': 881, 'Open Short': 714, 'Short > Long': 44, 'Close Short': 1424, 'Long > Short': 42}"
0xc17c35c4ded6c31ed1cbca5df606709a09e36a5a,1446,620,826,620,0.4287690179806362,0.4287690179806362,0.4287690179806362,"{'Close Long': 620, 'Open Long': 826}"
0x51f63885534cb494f4592a0311551f369bff2b39,8159,2900,5217,2942,0.3605834048290232,0.3580095599950974,0.293295747027822,"{'Open Short': 3628, 'Open Long': 1589, 'Close Long': 876, 'Close Short': 2024, 'Long > Short': 19, 'Short > Long': 23}"
0xf9f26df6979e3e9fb3f2e295c30051f7df571090,1849,938,904,945,0.5110870740941049,0.5091941590048674,0.0670632774472688,"{'Open Long': 660, 'Close Long': 700, 'Close Short': 238, 'Open Short': 244, 'Short > Long': 5, 'Long > Short': 2}"
0x451333eb2f8230cda918db136623da9c26acea0b,10254,6223,3821,6432,0.6272674078408426,0.6170762629217865,0.47444899551394576,"{'Open Long': 2333, 'Close Short': 3871, 'Long > Short': 104, 'Short > Long': 106, 'Open Short': 1488, 'Close Long': 2352}"
0xee162a5a60829bd346f0c1ac3514b21fe5f4b290,86205,46853,38715,47428,0.5501769038918857,0.5468418305202715,0.0909692013224291,"{'Close Short': 13569, 'Open Short': 12521, 'Open Long': 26194, 'Close Long': 33284, 'Long > Short': 314, 'Short > Long': 323}"
0x418aa6bf98a2b2bc93779f810330d88cde488888,6031,6031,0,6031,1.0,1.0,0.93566572707677,{'Close Short': 6031}
0xa33a4a057334c7811ad5f45f3c4f0dfa3d081ff8,13198,8311,4865,8331,0.6312320048492196,0.630474314290044,0.28504318836187303,"{'Close Long': 4781, 'Open Short': 2571, 'Close Short': 3530, 'Open Long': 2294, 'Long > Short': 11, 'Short > Long': 11}"
